,index,Rating,car_year,brand_name,date,review,review for sentiment analysis,sentiment score,relative sentiments
3347,28770,2.75,2011,Mercedes-Benz,2011-05-16,complete electrical power loss buying dealer lot day experianced complete power loss vechicle mi roadside assistance took approve % towing dealeer reading pa day find source problem..if find source problem expect wonder happen ..i not.will update find ..,"['complete', 'electrical', 'power', 'loss', 'buying', 'dealer', 'lot', 'day', 'experianced', 'complete', 'power', 'loss', 'vechicle', 'mi', 'roadside', 'assistance', 'took', 'approve', '%', 'towing', 'dealeer', 'reading', 'pa', 'day', 'find', 'source', 'problem..if', 'find', 'source', 'problem', 'expect', 'wonder', 'happen', '..i', 'not.will', 'update', 'find', '..']","{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.743}",negative
3348,28771,1.0,2010,Mercedes-Benz,2017-07-04,worst investment ever sprinter money sucker begin radio possessed worthless waste space battery drains stops working reason pull fuse ride silent last month owned def/dpf issue engine system gotten bug worked oil recommended mb spec read required handle degree engine put try burn soot engine destroy inside egr valve clog def sensor n0x sensor fail start thousands dollar repair ranging om642 engine said ticking timebomb fail.. drain wallet desire continue want speaking service regular dealership want nothing want service diehard diesel mechanic refused sprinter sprinter forum.. mechanic throw part problem tune thousand dollars- fix problem.. suggest driving sprinter golden colorado guy repair it- 'm serious lightbulbs changed lightbulb van felt full-time job headlight blow hit bad pothole advice diehard carry spare speaking carry you- suggestion carry scanner time diagnose problem carry scan tool ludicrous sold sprinter year day put owned longest went check light dash day thought buying quality hoped run started death cycle feel bad person dealer traded nothing look def/dpf problem costly repair thou near future,"['worst', 'investment', 'ever', 'sprinter', 'money', 'sucker', 'begin', 'radio', 'possessed', 'worthless', 'waste', 'space', 'battery', 'drains', 'stops', 'working', 'reason', 'pull', 'fuse', 'ride', 'silent', 'last', 'month', 'owned', 'def/dpf', 'issue', 'engine', 'system', 'gotten', 'bug', 'worked', 'oil', 'recommended', 'mb', 'spec', 'read', 'required', 'handle', 'degree', 'engine', 'put', 'try', 'burn', 'soot', 'engine', 'destroy', 'inside', 'egr', 'valve', 'clog', 'def', 'sensor', 'n0x', 'sensor', 'fail', 'start', 'thousands', 'dollar', 'repair', 'ranging', 'om642', 'engine', 'said', 'ticking', 'timebomb', 'fail..', 'drain', 'wallet', 'desire', 'continue', 'want', 'speaking', 'service', 'regular', 'dealership', 'want', 'nothing', 'want', 'service', 'diehard', 'diesel', 'mechanic', 'refused', 'sprinter', 'sprinter', 'forum..', 'mechanic', 'throw', 'part', 'problem', 'tune', 'thousand', 'dollars-', 'fix', 'problem..', 'suggest', 'driving', 'sprinter', 'golden', 'colorado', 'guy', 'repair', 'it-', ""'m"", 'serious', 'lightbulbs', 'changed', 'lightbulb', 'van', 'felt', 'full-time', 'job', 'headlight', 'blow', 'hit', 'bad', 'pothole', 'advice', 'diehard', 'carry', 'spare', 'speaking', 'carry', 'you-', 'suggestion', 'carry', 'scanner', 'time', 'diagnose', 'problem', 'carry', 'scan', 'tool', 'ludicrous', 'sold', 'sprinter', 'year', 'day', 'put', 'owned', 'longest', 'went', 'check', 'light', 'dash', 'day', 'thought', 'buying', 'quality', 'hoped', 'run', 'started', 'death', 'cycle', 'feel', 'bad', 'person', 'dealer', 'traded', 'nothing', 'look', 'def/dpf', 'problem', 'costly', 'repair', 'thou', 'near', 'future']","{'neg': 0.236, 'neu': 0.71, 'pos': 0.054, 'compound': -0.9892}",negative
3349,28772,2.0,2010,Mercedes-Benz,2017-01-03,disappointed 'm courier sprinter reason cargo capacity interior height time purchase comparable van service expensive buying part dealership service location van deep surface rust year know vehicle rust unstable traction-wise owned use snow tire round updated review last spent failed attempt get fuel gas engine service tech trying figure problem,"['disappointed', ""'m"", 'courier', 'sprinter', 'reason', 'cargo', 'capacity', 'interior', 'height', 'time', 'purchase', 'comparable', 'van', 'service', 'expensive', 'buying', 'part', 'dealership', 'service', 'location', 'van', 'deep', 'surface', 'rust', 'year', 'know', 'vehicle', 'rust', 'unstable', 'traction-wise', 'owned', 'use', 'snow', 'tire', 'round', 'updated', 'review', 'last', 'spent', 'failed', 'attempt', 'get', 'fuel', 'gas', 'engine', 'service', 'tech', 'trying', 'figure', 'problem']","{'neg': 0.201, 'neu': 0.799, 'pos': 0.0, 'compound': -0.891}",negative
3350,28776,2.0,2016,Mercedes-Benz,2017-09-01,aibag red light time sliding door plastic chain carry electrical wire chain crack electric wire destroyed door close shift getting stocked slow/cold getting high rpm shift month old van miles.airbad issue repsired dealer sliding door chain.2 nd shift issue 's reported 'm paying extended warranty,"['aibag', 'red', 'light', 'time', 'sliding', 'door', 'plastic', 'chain', 'carry', 'electrical', 'wire', 'chain', 'crack', 'electric', 'wire', 'destroyed', 'door', 'close', 'shift', 'getting', 'stocked', 'slow/cold', 'getting', 'high', 'rpm', 'shift', 'month', 'old', 'van', 'miles.airbad', 'issue', 'repsired', 'dealer', 'sliding', 'door', 'chain.2', 'nd', 'shift', 'issue', ""'s"", 'reported', ""'m"", 'paying', 'extended', 'warranty']","{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.4939}",negative
3351,28777,2.0,2016,Mercedes-Benz,2017-06-28,disappointing sprinter brand ltv rv serentity motorhome first extended vacation breakdown travelled florida colorado first half trip engine blew oil seal montrose colorado going long grade oil covered engine body repaired oil continued leak several day residual body week engine lost power run mph heading butte montana lost life happened able missoula montana dealership next day service said wiring harness problem ordered part overnight expect repaired day called customer care assistance trip interruption expense told sprinter line vehicle excluded concierge customer care program vacation stranded missoula unable continue glacier national park.. dream destination stuck unplanned expense non reimbursable reservation know vacation end guessed cause sad manufacturer become bad care customer,"['disappointing', 'sprinter', 'brand', 'ltv', 'rv', 'serentity', 'motorhome', 'first', 'extended', 'vacation', 'breakdown', 'travelled', 'florida', 'colorado', 'first', 'half', 'trip', 'engine', 'blew', 'oil', 'seal', 'montrose', 'colorado', 'going', 'long', 'grade', 'oil', 'covered', 'engine', 'body', 'repaired', 'oil', 'continued', 'leak', 'several', 'day', 'residual', 'body', 'week', 'engine', 'lost', 'power', 'run', 'mph', 'heading', 'butte', 'montana', 'lost', 'life', 'happened', 'able', 'missoula', 'montana', 'dealership', 'next', 'day', 'service', 'said', 'wiring', 'harness', 'problem', 'ordered', 'part', 'overnight', 'expect', 'repaired', 'day', 'called', 'customer', 'care', 'assistance', 'trip', 'interruption', 'expense', 'told', 'sprinter', 'line', 'vehicle', 'excluded', 'concierge', 'customer', 'care', 'program', 'vacation', 'stranded', 'missoula', 'unable', 'continue', 'glacier', 'national', 'park..', 'dream', 'destination', 'stuck', 'unplanned', 'expense', 'non', 'reimbursable', 'reservation', 'know', 'vacation', 'end', 'guessed', 'cause', 'sad', 'manufacturer', 'become', 'bad', 'care', 'customer']","{'neg': 0.197, 'neu': 0.716, 'pos': 0.087, 'compound': -0.9153}",negative
3352,28778,1.0,2016,Mercedes-Benz,2017-03-24,month cash schumacher scottsdale time hit esp failure excessive play steering gears slamming wrong gear van killing business unreliable become van brand hit time repair anyone say waiting usa buy getting ready hand lawyer handle mb usa drag foot van expensive van owned 's huge disappointment steering column replaced multiple electronic module time 'm limping job limp mode check engine light go warranty repair week check engine esp failure light hate van 's garbage buyer beware struggling check engine light go dealer next week fix number check engine light,"['month', 'cash', 'schumacher', 'scottsdale', 'time', 'hit', 'esp', 'failure', 'excessive', 'play', 'steering', 'gears', 'slamming', 'wrong', 'gear', 'van', 'killing', 'business', 'unreliable', 'become', 'van', 'brand', 'hit', 'time', 'repair', 'anyone', 'say', 'waiting', 'usa', 'buy', 'getting', 'ready', 'hand', 'lawyer', 'handle', 'mb', 'usa', 'drag', 'foot', 'van', 'expensive', 'van', 'owned', ""'s"", 'huge', 'disappointment', 'steering', 'column', 'replaced', 'multiple', 'electronic', 'module', 'time', ""'m"", 'limping', 'job', 'limp', 'mode', 'check', 'engine', 'light', 'go', 'warranty', 'repair', 'week', 'check', 'engine', 'esp', 'failure', 'light', 'hate', 'van', ""'s"", 'garbage', 'buyer', 'beware', 'struggling', 'check', 'engine', 'light', 'go', 'dealer', 'next', 'week', 'fix', 'number', 'check', 'engine', 'light']","{'neg': 0.227, 'neu': 0.67, 'pos': 0.103, 'compound': -0.9442}",negative
3353,28779,3.0,2016,Mercedes-Benz,2017-03-12,darn complex owner manual say read driving van sale folk tell couple day that.this complex machine written manual make worse.had read van get mpg driven snowy mountainous country.it complex it.am retired year fireman lot diesel fire experience mb diesel different animal put nokian snow tire well.mine wheel drive.i gmc wheel van get rid 's reliable simple,"['darn', 'complex', 'owner', 'manual', 'say', 'read', 'driving', 'van', 'sale', 'folk', 'tell', 'couple', 'day', 'that.this', 'complex', 'machine', 'written', 'manual', 'make', 'worse.had', 'read', 'van', 'get', 'mpg', 'driven', 'snowy', 'mountainous', 'country.it', 'complex', 'it.am', 'retired', 'year', 'fireman', 'lot', 'diesel', 'fire', 'experience', 'mb', 'diesel', 'different', 'animal', 'put', 'nokian', 'snow', 'tire', 'well.mine', 'wheel', 'drive.i', 'gmc', 'wheel', 'van', 'get', 'rid', ""'s"", 'reliable', 'simple']","{'neg': 0.042, 'neu': 0.958, 'pos': 0.0, 'compound': -0.34}",negative
3354,28783,3.0,2013,Mercedes-Benz,2018-02-24,feeling screwed used problem day leaking rear heating core intermitant turbo loss trans issue high idle module thing hate washed dash light get wet,"['feeling', 'screwed', 'used', 'problem', 'day', 'leaking', 'rear', 'heating', 'core', 'intermitant', 'turbo', 'loss', 'trans', 'issue', 'high', 'idle', 'module', 'thing', 'hate', 'washed', 'dash', 'light', 'get', 'wet']","{'neg': 0.367, 'neu': 0.586, 'pos': 0.046, 'compound': -0.886}",negative
3355,28785,1.0,2015,Mercedes-Benz,2018-03-28,emission system cost ten thousand dollar fist multi dollar repair def tank/ pump occurred repair landslide def multiple code poor mileage chevy van relic ran ran bankrupting repairs emission system run night cant sleep wondering next call breakdown price tag,"['emission', 'system', 'cost', 'ten', 'thousand', 'dollar', 'fist', 'multi', 'dollar', 'repair', 'def', 'tank/', 'pump', 'occurred', 'repair', 'landslide', 'def', 'multiple', 'code', 'poor', 'mileage', 'chevy', 'van', 'relic', 'ran', 'ran', 'bankrupting', 'repairs', 'emission', 'system', 'run', 'night', 'cant', 'sleep', 'wondering', 'next', 'call', 'breakdown', 'price', 'tag']","{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.4767}",negative
3356,28790,1.0,2015,Mercedes-Benz,2017-02-28,m/b pile junk florida law operate city urban metro environment dpf re-gen re-gen failier dump diesel crankcase mix w/ motor oil sprinter needed drop replacement oil burn-off fact engine gallon fuel mixed oil m/b law case 2016-0378/stp florida court high oil level lite buzzer drain fuel/oil mix quart go day loaner car said city driving problem state fla. asked m/b lawers sell anyone live montana cause 's place whole dpf system junk,"['m/b', 'pile', 'junk', 'florida', 'law', 'operate', 'city', 'urban', 'metro', 'environment', 'dpf', 're-gen', 're-gen', 'failier', 'dump', 'diesel', 'crankcase', 'mix', 'w/', 'motor', 'oil', 'sprinter', 'needed', 'drop', 'replacement', 'oil', 'burn-off', 'fact', 'engine', 'gallon', 'fuel', 'mixed', 'oil', 'm/b', 'law', 'case', '2016-0378/stp', 'florida', 'court', 'high', 'oil', 'level', 'lite', 'buzzer', 'drain', 'fuel/oil', 'mix', 'quart', 'go', 'day', 'loaner', 'car', 'said', 'city', 'driving', 'problem', 'state', 'fla.', 'asked', 'm/b', 'lawers', 'sell', 'anyone', 'live', 'montana', 'cause', ""'s"", 'place', 'whole', 'dpf', 'system', 'junk']","{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.7506}",negative
3357,28791,1.0,2015,Mercedes-Benz,2016-03-31,piece crap van reliable braking time k first engine light k replaced engine gas paddle wiring connector k driving power making freeway whole month replaced water pump thermostat rear door holder working bluetooth stop working k say stay way far possible u buying reason u hoping k problem,"['piece', 'crap', 'van', 'reliable', 'braking', 'time', 'k', 'first', 'engine', 'light', 'k', 'replaced', 'engine', 'gas', 'paddle', 'wiring', 'connector', 'k', 'driving', 'power', 'making', 'freeway', 'whole', 'month', 'replaced', 'water', 'pump', 'thermostat', 'rear', 'door', 'holder', 'working', 'bluetooth', 'stop', 'working', 'k', 'say', 'stay', 'way', 'far', 'possible', 'u', 'buying', 'reason', 'u', 'hoping', 'k', 'problem']","{'neg': 0.158, 'neu': 0.758, 'pos': 0.084, 'compound': -0.5423}",negative
3358,28795,1.0,2015,Mercedes-Benz,2015-09-18,piece garbage wheel worse sprinter thought going amazing third day realized made mistake van bad noise coming back got roof leaked hour nearest dealer get fixed gotten fought rental le week old took day fix stranded unable fix entered month battle get repair done van spent first day shop loaner mb usa agreed buy month said nothing corporate integrity word refuse put anything writing paid van able use use 's intended purpose cross country trip able get shy van power steering went mountain switchback put shop month explanation hose came part expense working vibration/noise suspension conclusion natural harmonic van fixed vibrating explanation clamped secure hose came dealer drank kool aid lie back manufacturer record record say guy bunch jerk listen treat mechanic idiot get van horrendous support dealer manufacturer recommend van first month ownership bad want hand prove bad sent letter saying going buy nothing lawyers told drag save money attorney staff outsource buyback process third party commissioned giving lowest price word paid screw google highest award lawsuit history impartial service group sum 's manufactured fix problem worse european sprinter chat room contacting saying problem want know found solution natural harmonics answer worse popularity ford killing resale value sell fair price month old best offer le paid month old discount.. pretty sad update spent fixed sent buyout offer go knowing transfer case put warranty expires power steering hose serious common problem known cause many reporting biodiesel rot fuel system cost repair first instance biodiesel illinois caused sensor failure fuel system day repair wait week get dealer backed catalytic converter gum go bad repair lots pissed antenna fixed time bad design pain deal tech seemed know stuff whole country brit worked uk colorado fix van fixed thing something went wrong dealer support nationwide joke trained technician lot learning dime parts week month get time unacceptable accident appreciate walking sub mile hour collision van totaled way constructed cost lead time part terrible ownership experience fitting end buy van considering model different engine carry meaning investing improving model part go bad reality google best article came expeditor company ceo bashed van year unacceptable problem failed get resolved google fatal flaw sprinter linked read many negative review sprinter size capability made bankrupted transportation business day,"['piece', 'garbage', 'wheel', 'worse', 'sprinter', 'thought', 'going', 'amazing', 'third', 'day', 'realized', 'made', 'mistake', 'van', 'bad', 'noise', 'coming', 'back', 'got', 'roof', 'leaked', 'hour', 'nearest', 'dealer', 'get', 'fixed', 'gotten', 'fought', 'rental', 'le', 'week', 'old', 'took', 'day', 'fix', 'stranded', 'unable', 'fix', 'entered', 'month', 'battle', 'get', 'repair', 'done', 'van', 'spent', 'first', 'day', 'shop', 'loaner', 'mb', 'usa', 'agreed', 'buy', 'month', 'said', 'nothing', 'corporate', 'integrity', 'word', 'refuse', 'put', 'anything', 'writing', 'paid', 'van', 'able', 'use', 'use', ""'s"", 'intended', 'purpose', 'cross', 'country', 'trip', 'able', 'get', 'shy', 'van', 'power', 'steering', 'went', 'mountain', 'switchback', 'put', 'shop', 'month', 'explanation', 'hose', 'came', 'part', 'expense', 'working', 'vibration/noise', 'suspension', 'conclusion', 'natural', 'harmonic', 'van', 'fixed', 'vibrating', 'explanation', 'clamped', 'secure', 'hose', 'came', 'dealer', 'drank', 'kool', 'aid', 'lie', 'back', 'manufacturer', 'record', 'record', 'say', 'guy', 'bunch', 'jerk', 'listen', 'treat', 'mechanic', 'idiot', 'get', 'van', 'horrendous', 'support', 'dealer', 'manufacturer', 'recommend', 'van', 'first', 'month', 'ownership', 'bad', 'want', 'hand', 'prove', 'bad', 'sent', 'letter', 'saying', 'going', 'buy', 'nothing', 'lawyers', 'told', 'drag', 'save', 'money', 'attorney', 'staff', 'outsource', 'buyback', 'process', 'third', 'party', 'commissioned', 'giving', 'lowest', 'price', 'word', 'paid', 'screw', 'google', 'highest', 'award', 'lawsuit', 'history', 'impartial', 'service', 'group', 'sum', ""'s"", 'manufactured', 'fix', 'problem', 'worse', 'european', 'sprinter', 'chat', 'room', 'contacting', 'saying', 'problem', 'want', 'know', 'found', 'solution', 'natural', 'harmonics', 'answer', 'worse', 'popularity', 'ford', 'killing', 'resale', 'value', 'sell', 'fair', 'price', 'month', 'old', 'best', 'offer', 'le', 'paid', 'month', 'old', 'discount..', 'pretty', 'sad', 'update', 'spent', 'fixed', 'sent', 'buyout', 'offer', 'go', 'knowing', 'transfer', 'case', 'put', 'warranty', 'expires', 'power', 'steering', 'hose', 'serious', 'common', 'problem', 'known', 'cause', 'many', 'reporting', 'biodiesel', 'rot', 'fuel', 'system', 'cost', 'repair', 'first', 'instance', 'biodiesel', 'illinois', 'caused', 'sensor', 'failure', 'fuel', 'system', 'day', 'repair', 'wait', 'week', 'get', 'dealer', 'backed', 'catalytic', 'converter', 'gum', 'go', 'bad', 'repair', 'lots', 'pissed', 'antenna', 'fixed', 'time', 'bad', 'design', 'pain', 'deal', 'tech', 'seemed', 'know', 'stuff', 'whole', 'country', 'brit', 'worked', 'uk', 'colorado', 'fix', 'van', 'fixed', 'thing', 'something', 'went', 'wrong', 'dealer', 'support', 'nationwide', 'joke', 'trained', 'technician', 'lot', 'learning', 'dime', 'parts', 'week', 'month', 'get', 'time', 'unacceptable', 'accident', 'appreciate', 'walking', 'sub', 'mile', 'hour', 'collision', 'van', 'totaled', 'way', 'constructed', 'cost', 'lead', 'time', 'part', 'terrible', 'ownership', 'experience', 'fitting', 'end', 'buy', 'van', 'considering', 'model', 'different', 'engine', 'carry', 'meaning', 'investing', 'improving', 'model', 'part', 'go', 'bad', 'reality', 'google', 'best', 'article', 'came', 'expeditor', 'company', 'ceo', 'bashed', 'van', 'year', 'unacceptable', 'problem', 'failed', 'get', 'resolved', 'google', 'fatal', 'flaw', 'sprinter', 'linked', 'read', 'many', 'negative', 'review', 'sprinter', 'size', 'capability', 'made', 'bankrupted', 'transportation', 'business', 'day']","{'neg': 0.241, 'neu': 0.598, 'pos': 0.161, 'compound': -0.9916}",negative
3359,28804,2.875,2014,Mercedes-Benz,2015-02-07,sold third week doctor driving mile day live glendale ca first experience electric car.1- lack trained sale service limited charge station functional car.3-real 60-70 mile 4-car released level charger amp mean kw.or word use adapter regular plug best condition amp plug cable hr charge.5-a lot noise audio system 6- performance poor uphill.7-no fast charger summary practical us functional power local support water power company.too much limitation,"['sold', 'third', 'week', 'doctor', 'driving', 'mile', 'day', 'live', 'glendale', 'ca', 'first', 'experience', 'electric', 'car.1-', 'lack', 'trained', 'sale', 'service', 'limited', 'charge', 'station', 'functional', 'car.3-real', '60-70', 'mile', '4-car', 'released', 'level', 'charger', 'amp', 'mean', 'kw.or', 'word', 'use', 'adapter', 'regular', 'plug', 'best', 'condition', 'amp', 'plug', 'cable', 'hr', 'charge.5-a', 'lot', 'noise', 'audio', 'system', '6-', 'performance', 'poor', 'uphill.7-no', 'fast', 'charger', 'summary', 'practical', 'us', 'functional', 'power', 'local', 'support', 'water', 'power', 'company.too', 'much', 'limitation']","{'neg': 0.124, 'neu': 0.785, 'pos': 0.09, 'compound': -0.1531}",negative
3360,28811,1.0,2015,Mercedes-Benz,2015-11-08,major problems took delivery brand b-class electric end june end first week go dealership major safety issue tend stall shut driving warning happens driving go full regen mode anything complete stop turn restart go way try get stuck freeway dealer third time problem performing recall issue state software issue enjoyed ev future future started buyback processthis nice feature fit finish feature lacking ev first quick charge port capability option app supplied worst apps time information incorrect possible way set charging time nothing built showing charging type led light dash charge port showing charging bad came half-baked attempt electric speak tesla tesla make battery powertrain b-class parted way tesla offer support service issue way buying figure going better choice electric vehicle bad i.e i3 leaf,"['major', 'problems', 'took', 'delivery', 'brand', 'b-class', 'electric', 'end', 'june', 'end', 'first', 'week', 'go', 'dealership', 'major', 'safety', 'issue', 'tend', 'stall', 'shut', 'driving', 'warning', 'happens', 'driving', 'go', 'full', 'regen', 'mode', 'anything', 'complete', 'stop', 'turn', 'restart', 'go', 'way', 'try', 'get', 'stuck', 'freeway', 'dealer', 'third', 'time', 'problem', 'performing', 'recall', 'issue', 'state', 'software', 'issue', 'enjoyed', 'ev', 'future', 'future', 'started', 'buyback', 'processthis', 'nice', 'feature', 'fit', 'finish', 'feature', 'lacking', 'ev', 'first', 'quick', 'charge', 'port', 'capability', 'option', 'app', 'supplied', 'worst', 'apps', 'time', 'information', 'incorrect', 'possible', 'way', 'set', 'charging', 'time', 'nothing', 'built', 'showing', 'charging', 'type', 'led', 'light', 'dash', 'charge', 'port', 'showing', 'charging', 'bad', 'came', 'half-baked', 'attempt', 'electric', 'speak', 'tesla', 'tesla', 'make', 'battery', 'powertrain', 'b-class', 'parted', 'way', 'tesla', 'offer', 'support', 'service', 'issue', 'way', 'buying', 'figure', 'going', 'better', 'choice', 'electric', 'vehicle', 'bad', 'i.e', 'i3', 'leaf']","{'neg': 0.165, 'neu': 0.715, 'pos': 0.12, 'compound': -0.7717}",negative
3361,28813,2.75,2002,Mercedes-Benz,2012-04-24,dropped ball silver arrow read positive review everything read fun powerfull looking correct butman fa body go engineering done plastic handle emergency break broke button handle console brok button storage net broke everything touchhas broken break first time signal light lense fell mb insignia broke lose jak hole cover fell insignificant piece available dealer vibrates speed tire balanced known issue recommend buying,"['dropped', 'ball', 'silver', 'arrow', 'read', 'positive', 'review', 'everything', 'read', 'fun', 'powerfull', 'looking', 'correct', 'butman', 'fa', 'body', 'go', 'engineering', 'done', 'plastic', 'handle', 'emergency', 'break', 'broke', 'button', 'handle', 'console', 'brok', 'button', 'storage', 'net', 'broke', 'everything', 'touchhas', 'broken', 'break', 'first', 'time', 'signal', 'light', 'lense', 'fell', 'mb', 'insignia', 'broke', 'lose', 'jak', 'hole', 'cover', 'fell', 'insignificant', 'piece', 'available', 'dealer', 'vibrates', 'speed', 'tire', 'balanced', 'known', 'issue', 'recommend', 'buying']","{'neg': 0.238, 'neu': 0.645, 'pos': 0.117, 'compound': -0.8316}",negative
3362,28831,3.375,2006,Mercedes-Benz,2010-03-23,disappointing look lack many thing handling horsepower weight ratio disappointing z06 run circle many control hard use antiquated true full instrumentation idiot light high maintenance cost small petty thing make regular service department afford include maintenance cost pay lose value year thing consider pleasant enough sunday cruiser money disappointing,"['disappointing', 'look', 'lack', 'many', 'thing', 'handling', 'horsepower', 'weight', 'ratio', 'disappointing', 'z06', 'run', 'circle', 'many', 'control', 'hard', 'use', 'antiquated', 'true', 'full', 'instrumentation', 'idiot', 'light', 'high', 'maintenance', 'cost', 'small', 'petty', 'thing', 'make', 'regular', 'service', 'department', 'afford', 'include', 'maintenance', 'cost', 'pay', 'lose', 'value', 'year', 'thing', 'consider', 'pleasant', 'enough', 'sunday', 'cruiser', 'money', 'disappointing']","{'neg': 0.331, 'neu': 0.544, 'pos': 0.125, 'compound': -0.9001}",negative
3363,28853,2.0,2003,Mercedes-Benz,2015-12-04,please stay seeing price car used market tempting purchase everything working overall fantastic looking comfortable etc.however regardless anyone tell doubt complicated unreliable market spent unplanned repair maintained unreliable suspension issue getting stuck park trunk leak rattle motor/transmission mount supercharger intercooler pump alarm siren trunk strut partial list problem 've had.most review positive need see date many year newer recent review attest warning let look/drive tempt you.the moved love/hate relationship hate relationship shop least month.oh daily driver averaged suburb know going cost go fast.in summary thing cheap mb sl 're paying depreciation 're paying maintenance pick poison,"['please', 'stay', 'seeing', 'price', 'car', 'used', 'market', 'tempting', 'purchase', 'everything', 'working', 'overall', 'fantastic', 'looking', 'comfortable', 'etc.however', 'regardless', 'anyone', 'tell', 'doubt', 'complicated', 'unreliable', 'market', 'spent', 'unplanned', 'repair', 'maintained', 'unreliable', 'suspension', 'issue', 'getting', 'stuck', 'park', 'trunk', 'leak', 'rattle', 'motor/transmission', 'mount', 'supercharger', 'intercooler', 'pump', 'alarm', 'siren', 'trunk', 'strut', 'partial', 'list', 'problem', ""'ve"", 'had.most', 'review', 'positive', 'need', 'see', 'date', 'many', 'year', 'newer', 'recent', 'review', 'attest', 'warning', 'let', 'look/drive', 'tempt', 'you.the', 'moved', 'love/hate', 'relationship', 'hate', 'relationship', 'shop', 'least', 'month.oh', 'daily', 'driver', 'averaged', 'suburb', 'know', 'going', 'cost', 'go', 'fast.in', 'summary', 'thing', 'cheap', 'mb', 'sl', ""'re"", 'paying', 'depreciation', ""'re"", 'paying', 'maintenance', 'pick', 'poison']","{'neg': 0.182, 'neu': 0.709, 'pos': 0.108, 'compound': -0.7783}",negative
3364,28854,3.5,2003,Mercedes-Benz,2010-02-02,electrical gremlins abound left stranded need towing time year many electrical problem figure last time took dealer thing spent real fix looks heavy real sport drink gas unreliable expensive thumb recent product offering research find many report shoddy quality modern car,"['electrical', 'gremlins', 'abound', 'left', 'stranded', 'need', 'towing', 'time', 'year', 'many', 'electrical', 'problem', 'figure', 'last', 'time', 'took', 'dealer', 'thing', 'spent', 'real', 'fix', 'looks', 'heavy', 'real', 'sport', 'drink', 'gas', 'unreliable', 'expensive', 'thumb', 'recent', 'product', 'offering', 'research', 'find', 'many', 'report', 'shoddy', 'quality', 'modern', 'car']","{'neg': 0.063, 'neu': 0.937, 'pos': 0.0, 'compound': -0.4019}",negative
3365,28855,3.625,2003,Mercedes-Benz,2010-01-12,amazing horrific owned twenty exciting worst reliability quality cabin component cheap tacky disgrace badge electronics complete nightmare trust onboard warning system repair bill try get sorted paying national debt depreciation alarming disappointed last purchase,"['amazing', 'horrific', 'owned', 'twenty', 'exciting', 'worst', 'reliability', 'quality', 'cabin', 'component', 'cheap', 'tacky', 'disgrace', 'badge', 'electronics', 'complete', 'nightmare', 'trust', 'onboard', 'warning', 'system', 'repair', 'bill', 'try', 'get', 'sorted', 'paying', 'national', 'debt', 'depreciation', 'alarming', 'disappointed', 'last', 'purchase']","{'neg': 0.382, 'neu': 0.432, 'pos': 0.186, 'compound': -0.872}",negative
3366,28858,3.875,2003,Mercedes-Benz,2005-07-30,sl55 ok nov wire need touchy brake lack trottle response time dangerous defective digital display replaced improved dealer refused let speak factory rep. got dealer compare sl fixed stereo amp blew replaced sound system average best push button use steering wheel shift control command center way complex nav system difficult inaccurate stunning prefer,"['sl55', 'ok', 'nov', 'wire', 'need', 'touchy', 'brake', 'lack', 'trottle', 'response', 'time', 'dangerous', 'defective', 'digital', 'display', 'replaced', 'improved', 'dealer', 'refused', 'let', 'speak', 'factory', 'rep.', 'got', 'dealer', 'compare', 'sl', 'fixed', 'stereo', 'amp', 'blew', 'replaced', 'sound', 'system', 'average', 'best', 'push', 'button', 'use', 'steering', 'wheel', 'shift', 'control', 'command', 'center', 'way', 'complex', 'nav', 'system', 'difficult', 'inaccurate', 'stunning', 'prefer']","{'neg': 0.188, 'neu': 0.637, 'pos': 0.175, 'compound': 0.0258}",neutral
3367,28859,3.875,2003,Mercedes-Benz,2005-07-07,unreliable yes beautiful fun 's end dealer time electronic related problem flat bed latest bad alternator causing computer flash red stop sign alarm blaring warning brake fail wait week part available us navigation system useless sound system inferior say scared thing distance looking trade,"['unreliable', 'yes', 'beautiful', 'fun', ""'s"", 'end', 'dealer', 'time', 'electronic', 'related', 'problem', 'flat', 'bed', 'latest', 'bad', 'alternator', 'causing', 'computer', 'flash', 'red', 'stop', 'sign', 'alarm', 'blaring', 'warning', 'brake', 'fail', 'wait', 'week', 'part', 'available', 'us', 'navigation', 'system', 'useless', 'sound', 'system', 'inferior', 'say', 'scared', 'thing', 'distance', 'looking', 'trade']","{'neg': 0.375, 'neu': 0.478, 'pos': 0.148, 'compound': -0.9217}",negative
